date,hour,geothermal,biomass,biogas,small_hydro,wind_total,solar_pv,solar_thermal
2020-01-01,1,650,301,230,209,798,0,0
2020-01-01,2,648,302,231,209,1011,0,0
2020-01-01,3,646,305,231,211,1027,0,0
2020-01-01,4,644,300,231,210,931,0,0
2020-01-01,5,644,300,232,209,1299,0,0
2020-01-01,6,644,305,231,225,1049,0,0
2020-01-01,7,644,291,231,233,780,0,0
2020-01-01,8,645,282,231,234,983,1096,0
2020-01-01,9,643,280,230,219,1351,4770,0
2020-01-01,10,641,277,229,179,1393,6745,19
2020-01-01,11,641,284,227,178,1765,6526,125
2020-01-01,12,638,289,228,176,1877,6168,243
2020-01-01,13,638,293,227,177,2710,5730,86
2020-01-01,14,639,309,224,178,2903,5288,115
2020-01-01,15,639,315,230,196,2955,5652,176
2020-01-01,16,641,312,231,204,3168,3203,92
2020-01-01,17,643,319,230,267,2989,598,0
2020-01-01,18,644,322,231,270,2959,0,0
2020-01-01,19,645,325,231,279,2834,0,0
2020-01-01,20,647,325,231,281,3086,0,0
2020-01-01,21,648,318,231,272,2884,0,0
2020-01-01,22,648,319,231,237,3039,0,0
2020-01-01,23,648,305,226,217,3354,0,0
2020-01-01,24,650,301,230,211,3360,0,0
2020-01-02,1,650,302,232,208,3377,0,0
2020-01-02,2,652,300,232,184,2804,0,0
2020-01-02,3,651,300,231,159,2364,0,0
2020-01-02,4,652,296,231,200,2415,0,0
2020-01-02,5,653,296,231,209,2485,0,0
2020-01-02,6,653,304,231,238,2800,0,0
2020-01-02,7,653,318,230,241,2934,0,0
2020-01-02,8,653,316,228,231,2386,1269,0
2020-01-02,9,652,314,227,214,1399,4792,137
2020-01-02,10,650,311,223,205,815,6656,296
2020-01-02,11,648,302,225,191,989,6527,319
2020-01-02,12,647,305,226,144,1008,6953,323
2020-01-02,13,644,310,227,150,946,6636,324
2020-01-02,14,643,311,228,150,766,6641,315
2020-01-02,15,643,307,228,209,566,5889,272
2020-01-02,16,643,309,227,232,393,3617,174
2020-01-02,17,645,322,226,270,358,516,78
2020-01-02,18,646,326,222,312,370,0,74
2020-01-02,19,646,324,226,278,348,0,75
2020-01-02,20,646,324,227,273,256,0,75
2020-01-02,21,647,316,227,273,249,0,31
2020-01-02,22,646,318,227,258,376,0,0
2020-01-02,23,644,301,227,230,372,0,0
2020-01-02,24,646,294,227,217,494,0,0
2020-01-03,1,646,297,227,210,515,0,0
2020-01-03,2,645,301,227,208,535,0,0
2020-01-03,3,646,300,223,205,591,0,0
2020-01-03,4,645,297,227,204,537,0,0
2020-01-03,5,645,289,227,204,476,0,0
2020-01-03,6,646,295,226,218,487,3,0
2020-01-03,7,646,311,226,226,429,13,0
2020-01-03,8,647,317,226,226,340,1275,2
2020-01-03,9,646,319,216,209,319,4672,28
2020-01-03,10,645,310,213,203,263,6811,98
2020-01-03,11,642,305,217,201,238,7124,243
2020-01-03,12,641,305,217,196,391,7499,373
2020-01-03,13,641,307,223,160,410,7195,306
2020-01-03,14,675,309,225,157,478,7087,143
2020-01-03,15,677,310,226,207,528,6611,75
2020-01-03,16,678,318,226,239,561,4135,54
2020-01-03,17,680,332,226,266,553,654,35
2020-01-03,18,681,333,227,306,608,0,35
2020-01-03,19,682,331,226,269,772,0,35
2020-01-03,20,681,328,227,263,783,0,26
2020-01-03,21,681,327,227,264,809,0,0
2020-01-03,22,683,325,227,248,688,0,0
2020-01-03,23,683,310,227,221,574,0,0
2020-01-03,24,684,309,227,222,473,0,0
2020-01-04,1,684,307,226,213,546,0,0
2020-01-04,2,683,307,227,213,732,0,0
2020-01-04,3,681,301,227,214,652,0,0
2020-01-04,4,681,308,227,214,605,0,0
2020-01-04,5,683,309,227,215,698,0,0
2020-01-04,6,683,312,228,226,900,0,0
2020-01-04,7,683,323,227,236,1359,0,0
2020-01-04,8,684,330,220,237,1497,1379,0
2020-01-04,9,685,325,214,211,1516,5047,134
2020-01-04,10,683,310,226,201,1543,7105,308
2020-01-04,11,681,306,227,198,1446,7439,225
2020-01-04,12,679,307,227,194,1511,7375,236
2020-01-04,13,679,306,227,193,1789,7061,211
2020-01-04,14,679,305,227,191,1999,7015,192
2020-01-04,15,678,307,227,207,2096,6227,137
2020-01-04,16,678,307,226,228,1988,4107,58
2020-01-04,17,681,310,226,255,2167,604,0
2020-01-04,18,682,314,226,300,2299,0,0
2020-01-04,19,683,313,226,295,2283,0,0
2020-01-04,20,684,309,227,297,2240,0,0
2020-01-04,21,685,308,227,298,2001,0,0
2020-01-04,22,685,302,226,283,1724,0,0
2020-01-04,23,686,296,226,219,1373,0,0
2020-01-04,24,686,288,227,206,1412,0,0
2020-01-05,1,684,290,227,199,1628,0,0
2020-01-05,2,685,291,223,198,1908,0,0
2020-01-05,3,687,291,227,193,2201,0,0
2020-01-05,4,688,286,224,194,1979,0,0
2020-01-05,5,689,287,228,194,1820,0,0
2020-01-05,6,689,294,228,209,2288,0,0
2020-01-05,7,688,311,228,218,2651,0,0
2020-01-05,8,688,309,228,203,2649,1094,0
2020-01-05,9,688,309,228,185,3055,4006,47
2020-01-05,10,687,299,227,184,2512,5925,170
2020-01-05,11,685,294,226,184,2523,6968,197
2020-01-05,12,682,295,228,181,2476,7274,224
2020-01-05,13,681,301,228,179,2347,7574,130
2020-01-05,14,681,296,227,180,2363,7161,139
2020-01-05,15,681,294,228,194,2347,6056,127
2020-01-05,16,681,297,227,202,2747,3901,34
2020-01-05,17,682,308,227,242,2779,574,0
2020-01-05,18,684,288,227,283,2726,0,0
2020-01-05,19,684,262,227,285,2127,0,0
2020-01-05,20,685,259,227,292,1508,0,0
2020-01-05,21,685,282,226,291,1282,0,0
2020-01-05,22,686,267,226,235,1137,0,0
2020-01-05,23,687,265,225,206,1113,0,0
2020-01-05,24,686,265,226,179,1154,0,0
2020-01-06,1,687,241,227,174,1086,0,0
2020-01-06,2,688,241,227,174,1107,0,0
2020-01-06,3,687,241,226,174,1161,0,0
2020-01-06,4,688,243,227,174,1153,0,0
2020-01-06,5,688,240,227,171,1007,0,0
2020-01-06,6,688,241,227,202,935,0,0
2020-01-06,7,687,254,226,213,1050,0,0
2020-01-06,8,687,262,225,215,992,1271,0
2020-01-06,9,685,264,226,228,945,4848,212
2020-01-06,10,684,252,225,187,964,6492,345
2020-01-06,11,682,247,225,159,814,6718,375
2020-01-06,12,679,231,225,160,603,6862,377
2020-01-06,13,677,247,226,162,612,7126,377
2020-01-06,14,674,253,227,162,430,7286,368
2020-01-06,15,673,252,227,181,436,6897,329
2020-01-06,16,672,257,226,188,354,4773,204
2020-01-06,17,675,267,227,227,296,876,10
2020-01-06,18,684,268,228,264,388,0,0
2020-01-06,19,685,278,228,263,454,0,0
2020-01-06,20,686,278,229,271,410,0,0
2020-01-06,21,687,279,228,271,427,0,0
2020-01-06,22,688,278,227,235,588,0,0
2020-01-06,23,687,265,226,198,688,0,0
2020-01-06,24,688,261,227,179,711,0,0
2020-01-07,1,688,267,229,180,608,0,0
2020-01-07,2,689,269,229,181,627,0,0
2020-01-07,3,689,264,229,179,826,0,0
2020-01-07,4,688,269,230,175,879,0,0
2020-01-07,5,688,269,230,178,879,0,0
2020-01-07,6,688,272,230,199,886,0,0
2020-01-07,7,688,284,230,242,882,0,0
2020-01-07,8,688,285,231,247,826,1299,0
2020-01-07,9,689,298,231,193,702,4510,188
2020-01-07,10,685,291,229,160,570,5941,361
2020-01-07,11,682,284,224,161,501,5776,369
2020-01-07,12,679,286,224,162,432,6259,341
2020-01-07,13,681,308,226,161,375,6002,294
2020-01-07,14,681,308,226,162,320,5625,203
2020-01-07,15,681,307,227,181,281,4405,126
2020-01-07,16,680,322,229,207,429,2750,0
2020-01-07,17,682,339,230,228,724,617,0
2020-01-07,18,684,335,230,265,1016,0,0
2020-01-07,19,683,334,230,273,1435,0,0
2020-01-07,20,683,341,230,272,1806,0,0
2020-01-07,21,681,329,229,264,1902,0,0
2020-01-07,22,682,325,228,201,1941,0,0
2020-01-07,23,681,316,227,183,1623,0,0
2020-01-07,24,683,309,227,180,1458,0,0
2020-01-08,1,684,312,229,166,2333,0,0
2020-01-08,2,684,311,229,127,3077,0,0
2020-01-08,3,685,312,229,127,3560,0,0
2020-01-08,4,684,314,229,128,3345,0,0
2020-01-08,5,681,310,230,166,3168,0,0
2020-01-08,6,680,314,230,195,3457,0,0
2020-01-08,7,680,329,230,209,3673,0,0
2020-01-08,8,679,333,227,207,3080,1153,0
2020-01-08,9,678,333,218,185,2543,4044,172
2020-01-08,10,671,336,216,163,2368,5557,334
2020-01-08,11,668,340,209,162,2302,6027,365
2020-01-08,12,664,333,202,161,2501,6360,370
2020-01-08,13,662,325,208,164,3121,5895,373
2020-01-08,14,660,332,220,182,3390,5476,366
2020-01-08,15,662,330,220,208,4019,4687,270
2020-01-08,16,665,334,219,219,4144,2671,116
2020-01-08,17,666,346,222,283,4162,552,3
2020-01-08,18,670,354,222,281,4113,0,0
2020-01-08,19,674,349,222,275,3954,0,0
2020-01-08,20,674,346,227,295,3484,0,0
2020-01-08,21,679,332,227,297,3398,0,0
2020-01-08,22,679,328,226,237,3374,0,0
2020-01-08,23,680,308,226,219,3515,0,0
2020-01-08,24,680,302,227,198,3677,0,0
2020-01-09,1,682,296,228,161,3640,0,0
2020-01-09,2,683,301,228,163,3923,0,0
2020-01-09,3,683,298,228,161,3836,0,0
2020-01-09,4,683,296,228,162,3818,0,0
2020-01-09,5,682,302,228,162,3529,0,0
2020-01-09,6,682,304,227,192,3407,0,0
2020-01-09,7,682,319,228,209,3465,0,0
2020-01-09,8,682,319,224,214,3415,953,0
2020-01-09,9,682,321,216,206,3553,4093,0
2020-01-09,10,685,319,222,188,3334,3405,0
2020-01-09,11,672,315,222,161,2977,5643,193
2020-01-09,12,671,315,224,159,2798,6107,368
2020-01-09,13,670,318,227,159,2779,5630,343
2020-01-09,14,669,325,228,161,2884,5718,352
2020-01-09,15,668,322,228,182,3457,5263,294
2020-01-09,16,670,325,228,192,3720,3460,182
2020-01-09,17,672,337,228,262,3756,553,10
2020-01-09,18,674,336,226,266,3350,0,0
2020-01-09,19,673,331,226,268,2687,0,0
2020-01-09,20,673,331,229,239,1964,0,0
2020-01-09,21,681,331,225,233,1272,0,0
2020-01-09,22,683,334,223,201,1715,0,0
2020-01-09,23,682,318,227,190,1934,0,0
2020-01-09,24,684,314,225,186,1892,0,0
2020-01-10,1,684,313,218,146,1818,0,0
2020-01-10,2,685,314,220,147,2097,0,0
2020-01-10,3,686,311,220,146,1044,0,0
2020-01-10,4,686,310,220,147,664,0,0
2020-01-10,5,686,315,221,149,1098,0,0
2020-01-10,6,687,315,221,187,1137,0,0
2020-01-10,7,686,323,219,210,795,0,0
2020-01-10,8,686,333,219,230,571,1352,0
2020-01-10,9,687,332,219,200,391,5435,145
2020-01-10,10,684,329,215,193,342,7605,228
2020-01-10,11,682,326,215,168,370,7884,244
2020-01-10,12,681,323,215,163,560,7987,248
2020-01-10,13,680,326,219,165,805,7615,248
2020-01-10,14,678,320,222,165,790,7721,240
2020-01-10,15,679,322,219,169,673,7475,203
2020-01-10,16,678,323,223,190,715,5113,113
2020-01-10,17,680,336,224,200,634,1021,9
2020-01-10,18,683,336,221,264,674,0,0
2020-01-10,19,683,333,220,248,662,0,0
2020-01-10,20,685,330,221,250,735,0,0
2020-01-10,21,686,339,220,245,958,0,0
2020-01-10,22,686,348,216,229,1283,0,0
2020-01-10,23,686,337,220,219,1462,0,0
2020-01-10,24,685,329,221,171,1547,0,0
2020-01-11,1,671,333,217,204,1524,0,0
2020-01-11,2,672,331,217,212,1533,0,0
2020-01-11,3,672,327,218,213,2164,0,0
2020-01-11,4,673,329,218,210,2308,0,0
2020-01-11,5,674,333,218,212,2212,0,0
2020-01-11,6,674,340,218,211,2246,0,0
2020-01-11,7,673,350,214,219,2459,0,0
2020-01-11,8,674,350,217,215,2688,1298,0
2020-01-11,9,674,347,218,201,3073,5056,146
2020-01-11,10,674,341,217,149,3267,6587,229
2020-01-11,11,673,333,218,148,3492,6520,183
2020-01-11,12,673,328,218,151,3277,6106,233
2020-01-11,13,672,330,220,148,3540,5728,242
2020-01-11,14,673,329,220,150,3697,5490,234
2020-01-11,15,673,331,220,149,3775,5566,199
2020-01-11,16,673,334,221,148,3580,4162,110
2020-01-11,17,672,344,220,210,3441,833,5
2020-01-11,18,673,346,222,276,3321,3,0
2020-01-11,19,673,339,223,282,3211,1,0
2020-01-11,20,674,347,224,273,3097,0,0
2020-01-11,21,675,346,223,237,2910,0,0
2020-01-11,22,675,344,223,213,3158,0,0
2020-01-11,23,676,329,222,189,3289,0,0
2020-01-11,24,676,316,222,141,2507,0,0
2020-01-12,1,676,317,222,185,1618,0,0
2020-01-12,2,677,320,223,184,1434,0,0
2020-01-12,3,676,315,223,184,1611,0,0
2020-01-12,4,676,324,223,185,2737,0,0
2020-01-12,5,675,331,223,183,3087,0,0
2020-01-12,6,674,341,223,181,2886,0,0
2020-01-12,7,675,356,222,189,3054,0,0
2020-01-12,8,677,358,222,187,2919,1321,6
2020-01-12,9,677,354,221,176,2680,5484,146
2020-01-12,10,677,336,220,135,2020,7583,115
2020-01-12,11,675,329,220,135,2200,7228,148
2020-01-12,12,672,341,221,136,2437,6455,37
2020-01-12,13,662,343,220,135,2679,6779,0
2020-01-12,14,661,340,216,134,2776,6407,74
2020-01-12,15,661,347,217,137,3056,5769,183
2020-01-12,16,662,347,220,163,3287,4471,66
2020-01-12,17,662,356,221,223,3021,1225,0
2020-01-12,18,660,354,222,260,3110,0,0
2020-01-12,19,661,354,222,277,3260,0,0
2020-01-12,20,661,355,222,277,3672,0,0
2020-01-12,21,662,355,221,232,3794,0,0
2020-01-12,22,671,353,218,218,3412,0,0
2020-01-12,23,673,336,216,207,3378,0,0
2020-01-12,24,676,328,216,161,3479,0,0
2020-01-13,1,688,328,221,152,3490,0,0
2020-01-13,2,690,332,221,158,3266,0,0
2020-01-13,3,690,329,221,165,3332,0,0
2020-01-13,4,690,328,221,164,3295,0,0
2020-01-13,5,691,333,221,168,3477,0,0
2020-01-13,6,691,335,220,168,3690,0,0
2020-01-13,7,691,351,219,221,3770,0,0
2020-01-13,8,691,350,214,265,3217,1349,0
2020-01-13,9,691,352,218,236,2868,5616,77
2020-01-13,10,689,333,217,221,2534,7736,227
2020-01-13,11,686,334,218,223,2141,8039,245
2020-01-13,12,684,336,218,211,2364,7620,251
2020-01-13,13,683,338,218,219,2998,6951,251
2020-01-13,14,683,338,218,218,3281,7435,246
2020-01-13,15,682,338,219,209,3258,7478,222
2020-01-13,16,683,344,219,217,2907,5132,157
2020-01-13,17,685,353,219,235,2888,1036,20
2020-01-13,18,686,351,219,311,2677,0,0
2020-01-13,19,686,352,219,328,2654,0,0
2020-01-13,20,685,353,220,286,2734,0,0
2020-01-13,21,684,353,220,258,3015,0,0
2020-01-13,22,684,349,218,223,3222,0,0
2020-01-13,23,684,333,217,173,3199,0,0
2020-01-13,24,684,323,217,169,2959,0,0
2020-01-14,1,685,328,219,169,2628,0,0
2020-01-14,2,686,327,220,167,2764,0,0
2020-01-14,3,687,325,220,167,2648,0,0
2020-01-14,4,686,326,219,167,2834,0,0
2020-01-14,5,687,331,219,166,2926,0,0
2020-01-14,6,688,335,219,204,2988,0,0
2020-01-14,7,689,348,217,218,3299,4,0
2020-01-14,8,689,348,217,256,3232,1302,0
2020-01-14,9,689,342,214,256,3149,5088,86
2020-01-14,10,687,328,197,228,2961,6776,202
2020-01-14,11,687,325,209,189,2970,6918,239
2020-01-14,12,682,328,213,188,3145,7116,240
2020-01-14,13,672,313,214,187,3395,6492,190
2020-01-14,14,671,311,216,204,3430,6663,215
2020-01-14,15,672,295,209,212,3460,6305,209
2020-01-14,16,672,297,218,224,3383,4572,138
2020-01-14,17,675,311,222,242,3471,994,17
2020-01-14,18,676,308,225,329,3369,67,0
2020-01-14,19,679,309,225,329,3321,0,0
2020-01-14,20,684,310,227,292,3388,0,0
2020-01-14,21,690,307,225,252,3485,0,0
2020-01-14,22,691,307,222,224,3502,0,0
2020-01-14,23,691,296,221,209,3618,0,0
2020-01-14,24,692,291,221,173,3555,0,0
2020-01-15,1,692,287,222,150,3581,0,0
2020-01-15,2,692,290,221,144,3283,0,0
2020-01-15,3,692,292,222,140,3097,0,0
2020-01-15,4,692,294,221,138,2848,0,0
2020-01-15,5,693,294,222,141,2320,0,0
2020-01-15,6,693,299,222,211,1630,0,0
2020-01-15,7,692,304,220,232,964,0,0
2020-01-15,8,691,309,217,274,703,1251,0
2020-01-15,9,688,307,213,234,459,5528,95
2020-01-15,10,676,290,211,224,293,7316,196
2020-01-15,11,672,282,212,218,208,7522,203
2020-01-15,12,669,292,212,212,226,7243,211
2020-01-15,13,670,315,203,211,258,6677,197
2020-01-15,14,671,316,203,194,241,7165,112
2020-01-15,15,672,321,213,188,197,6970,135
2020-01-15,16,676,325,216,215,179,4882,25
2020-01-15,17,687,336,217,241,311,1067,0
2020-01-15,18,688,335,217,321,395,5,0
2020-01-15,19,687,332,217,292,461,6,0
2020-01-15,20,687,333,221,288,582,6,0
2020-01-15,21,686,331,220,250,760,5,0
2020-01-15,22,687,324,220,213,772,5,0
2020-01-15,23,686,308,219,203,804,4,0
2020-01-15,24,684,306,219,181,983,0,0
2020-01-16,1,685,307,219,177,1202,0,0
2020-01-16,2,684,306,219,170,993,0,0
2020-01-16,3,684,310,218,172,1076,0,0
2020-01-16,4,683,310,218,173,1009,0,0
2020-01-16,5,683,309,218,175,1089,0,0
2020-01-16,6,684,309,218,196,1097,0,0
2020-01-16,7,684,318,254,210,1065,0,0
2020-01-16,8,688,318,264,215,1091,847,0
2020-01-16,9,688,322,258,214,991,4618,52
2020-01-16,10,688,301,257,208,907,7023,190
2020-01-16,11,688,297,246,208,746,6806,207
2020-01-16,12,687,317,236,201,1271,6707,143
2020-01-16,13,688,322,240,175,1784,6466,226
2020-01-16,14,687,318,252,176,2016,6179,246
2020-01-16,15,686,317,252,188,2046,5355,228
2020-01-16,16,686,322,248,214,1693,3561,155
2020-01-16,17,688,333,254,250,1915,540,12
2020-01-16,18,688,339,256,330,2532,0,0
2020-01-16,19,689,343,256,312,2574,0,0
2020-01-16,20,687,343,261,288,2541,0,0
2020-01-16,21,689,339,262,245,2506,0,0
2020-01-16,22,690,342,261,219,2666,0,0
2020-01-16,23,690,333,260,216,2714,0,0
2020-01-16,24,690,332,231,191,3039,0,0
2020-01-17,1,691,330,214,172,2948,0,0
2020-01-17,2,690,334,211,149,2786,0,0
2020-01-17,3,692,332,211,150,2411,0,0
2020-01-17,4,692,334,211,150,2339,0,0
2020-01-17,5,692,334,214,150,2205,0,0
2020-01-17,6,693,331,213,213,2053,0,0
2020-01-17,7,693,314,213,225,1664,0,0
2020-01-17,8,692,311,212,226,1668,1047,0
2020-01-17,9,692,309,212,220,2244,4526,81
2020-01-17,10,686,296,211,197,1879,5870,191
2020-01-17,11,690,287,211,194,1158,6196,141
2020-01-17,12,690,287,212,189,673,6813,151
2020-01-17,13,690,296,212,187,719,6676,207
2020-01-17,14,686,285,213,191,931,6599,176
2020-01-17,15,682,284,214,198,832,6806,112
2020-01-17,16,683,289,212,205,796,4408,122
2020-01-17,17,686,297,209,246,692,1157,4
2020-01-17,18,687,294,214,287,728,0,0
2020-01-17,19,689,291,214,291,768,0,0
2020-01-17,20,691,292,215,299,784,0,0
2020-01-17,21,690,294,215,265,817,0,0
2020-01-17,22,690,296,214,238,720,0,0
2020-01-17,23,690,290,214,233,601,0,0
2020-01-17,24,689,286,214,228,596,0,0
2020-01-18,1,691,288,213,237,531,0,0
2020-01-18,2,690,286,213,235,455,0,0
2020-01-18,3,691,287,213,234,448,0,0
2020-01-18,4,691,294,213,235,495,0,0
2020-01-18,5,691,295,214,234,611,0,0
2020-01-18,6,692,302,214,235,918,0,0
2020-01-18,7,692,314,210,237,842,0,0
2020-01-18,8,691,318,213,239,864,1514,0
2020-01-18,9,691,321,214,241,686,5050,155
2020-01-18,10,690,311,214,219,559,6375,229
2020-01-18,11,689,300,214,205,472,6566,223
2020-01-18,12,688,298,214,163,429,6191,220
2020-01-18,13,687,307,210,199,426,6215,131
2020-01-18,14,685,319,210,200,411,5455,5
2020-01-18,15,685,319,208,198,431,5704,0
2020-01-18,16,686,320,210,209,404,3978,0
2020-01-18,17,687,329,206,228,331,955,0
2020-01-18,18,687,333,210,312,401,0,0
2020-01-18,19,689,328,211,334,445,0,0
2020-01-18,20,689,322,212,334,540,0,0
2020-01-18,21,690,323,211,293,641,0,0
2020-01-18,22,690,321,211,226,853,0,0
2020-01-18,23,689,312,210,216,851,0,0
2020-01-18,24,689,304,211,216,906,0,0
2020-01-19,1,688,304,211,215,981,0,0
2020-01-19,2,687,308,211,214,928,0,0
2020-01-19,3,686,306,212,213,944,0,0
2020-01-19,4,685,308,212,210,857,0,0
2020-01-19,5,686,310,212,210,870,0,0
2020-01-19,6,686,316,212,220,905,0,0
2020-01-19,7,685,334,212,214,800,0,0
2020-01-19,8,684,341,209,216,560,1406,0
2020-01-19,9,684,349,207,214,453,3785,138
2020-01-19,10,684,339,205,215,486,4581,228
2020-01-19,11,683,328,210,213,564,5779,236
2020-01-19,12,680,335,210,213,546,6028,189
2020-01-19,13,677,337,211,212,526,5823,129
2020-01-19,14,678,337,210,209,467,4394,85
2020-01-19,15,677,336,210,205,371,3519,88
2020-01-19,16,685,337,210,212,336,1595,0
2020-01-19,17,708,344,210,234,525,267,0
2020-01-19,18,718,345,211,310,666,0,0
2020-01-19,19,750,349,211,316,664,0,0
2020-01-19,20,778,352,211,312,576,0,0
2020-01-19,21,792,349,211,281,618,0,0
2020-01-19,22,805,351,208,222,519,0,0
2020-01-19,23,825,342,206,194,402,0,0
2020-01-19,24,834,339,206,191,462,0,0
2020-01-20,1,835,335,208,184,431,0,0
2020-01-20,2,828,334,208,148,400,0,0
2020-01-20,3,821,337,209,147,398,0,0
2020-01-20,4,820,341,209,148,422,0,0
2020-01-20,5,820,338,209,189,449,0,0
2020-01-20,6,826,339,208,186,397,0,0
2020-01-20,7,825,347,202,190,496,0,0
2020-01-20,8,828,339,193,180,400,282,0
2020-01-20,9,830,349,194,178,361,780,0
2020-01-20,10,830,333,192,185,424,2383,0
2020-01-20,11,829,329,192,182,284,2381,0
2020-01-20,12,821,325,202,180,229,3112,0
2020-01-20,13,818,330,208,179,239,3848,0
2020-01-20,14,825,333,209,179,255,3199,0
2020-01-20,15,844,328,211,179,285,2110,0
2020-01-20,16,871,330,214,181,313,938,0
2020-01-20,17,881,347,213,227,453,173,0
2020-01-20,18,887,346,214,254,472,0,0
2020-01-20,19,890,348,214,276,471,0,0
2020-01-20,20,892,345,214,277,564,0,0
2020-01-20,21,890,346,214,258,839,0,0
2020-01-20,22,891,342,213,213,1140,0,0
2020-01-20,23,891,309,213,189,1062,0,0
2020-01-20,24,890,324,213,188,1131,0,0
2020-01-21,1,875,330,214,185,1391,0,0
2020-01-21,2,800,331,215,144,1409,0,0
2020-01-21,3,768,330,215,146,1464,0,0
2020-01-21,4,720,328,215,147,1421,0,0
2020-01-21,5,664,329,216,147,1675,0,0
2020-01-21,6,664,334,215,187,1928,0,0
2020-01-21,7,667,340,215,197,2003,0,0
2020-01-21,8,669,341,215,197,2032,766,0
2020-01-21,9,669,346,210,188,1963,3342,0
2020-01-21,10,668,341,206,180,1639,4511,0
2020-01-21,11,666,333,199,182,1470,5565,0
2020-01-21,12,667,350,202,175,1630,6807,0
2020-01-21,13,666,358,205,179,1599,6830,0
2020-01-21,14,665,358,207,180,2599,6592,0
2020-01-21,15,664,360,207,181,2879,5516,0
2020-01-21,16,665,365,207,185,2678,4430,0
2020-01-21,17,667,375,208,232,2477,1200,0
2020-01-21,18,669,368,211,281,2582,0,0
2020-01-21,19,671,367,211,278,2537,0,0
2020-01-21,20,672,366,212,280,2594,0,0
2020-01-21,21,678,369,212,241,2607,0,0
2020-01-21,22,681,372,213,218,2811,0,0
2020-01-21,23,684,358,214,190,2570,0,0
2020-01-21,24,685,356,214,153,2350,0,0
2020-01-22,1,692,355,213,144,2524,0,0
2020-01-22,2,696,356,213,143,2296,0,0
2020-01-22,3,698,357,214,144,2169,0,0
2020-01-22,4,698,355,214,145,2246,0,0
2020-01-22,5,699,359,214,144,2534,0,0
2020-01-22,6,700,362,214,192,3103,0,0
2020-01-22,7,699,367,214,205,2982,0,0
2020-01-22,8,699,368,214,197,2745,1105,0
2020-01-22,9,698,367,208,199,2278,4819,0
2020-01-22,10,697,360,203,195,1561,7340,77
2020-01-22,11,695,356,207,185,1454,7603,226
2020-01-22,12,694,356,207,182,1375,7975,109
2020-01-22,13,693,360,208,145,1116,7494,192
2020-01-22,14,691,360,209,183,977,7177,231
2020-01-22,15,692,358,208,188,903,7274,223
2020-01-22,16,690,361,206,199,642,5451,158
2020-01-22,17,691,369,208,248,534,1431,32
2020-01-22,18,692,356,207,316,762,7,0
2020-01-22,19,689,345,202,316,1052,0,0
2020-01-22,20,688,344,205,282,1393,0,0
2020-01-22,21,748,344,211,246,1312,0,0
2020-01-22,22,774,340,212,219,1153,0,0
2020-01-22,23,783,334,212,196,919,0,0
2020-01-22,24,844,328,212,195,699,0,0
2020-01-23,1,850,322,212,181,566,0,0
2020-01-23,2,852,324,212,144,796,0,0
2020-01-23,3,854,324,213,141,931,0,0
2020-01-23,4,860,329,213,142,953,0,0
2020-01-23,5,861,332,213,186,840,0,0
2020-01-23,6,861,332,213,186,689,0,0
2020-01-23,7,860,342,212,196,663,0,0
2020-01-23,8,857,345,212,230,589,1567,0
2020-01-23,9,855,339,208,231,417,4676,51
2020-01-23,10,853,334,205,191,440,6145,133
2020-01-23,11,848,329,205,176,460,5940,236
2020-01-23,12,846,313,200,175,345,7174,248
2020-01-23,13,846,321,198,175,417,6649,245
2020-01-23,14,844,322,202,182,376,7339,245
2020-01-23,15,841,319,210,181,366,7218,214
2020-01-23,16,832,324,213,202,320,5502,116
2020-01-23,17,846,342,213,264,167,1549,22
2020-01-23,18,896,337,214,256,249,0,0
2020-01-23,19,897,337,214,261,341,0,0
2020-01-23,20,896,338,220,261,379,0,0
2020-01-23,21,897,350,219,223,317,0,0
2020-01-23,22,894,367,219,190,316,0,0
2020-01-23,23,888,358,219,187,404,0,0
2020-01-23,24,889,351,219,185,434,0,0
2020-01-24,1,895,351,215,172,388,0,0
2020-01-24,2,896,352,219,168,397,0,0
2020-01-24,3,894,354,220,169,542,0,0
2020-01-24,4,892,358,220,169,632,0,0
2020-01-24,5,881,356,219,176,630,0,0
2020-01-24,6,841,345,219,184,677,0,0
2020-01-24,7,843,342,219,220,748,0,0
2020-01-24,8,843,345,216,222,1150,1174,0
2020-01-24,9,843,345,211,203,1160,4540,0
2020-01-24,10,837,331,210,189,1266,6309,47
2020-01-24,11,832,317,209,189,1359,7035,109
2020-01-24,12,832,327,215,181,1599,7470,121
2020-01-24,13,834,333,217,181,1590,7121,124
2020-01-24,14,833,331,216,183,1671,7300,116
2020-01-24,15,832,333,215,192,1583,6536,50
2020-01-24,16,834,349,217,192,1688,5241,37
2020-01-24,17,845,364,218,220,1765,1554,7
2020-01-24,18,893,358,219,249,1955,0,0
2020-01-24,19,896,358,218,247,1845,0,0
2020-01-24,20,897,364,218,248,1945,0,0
2020-01-24,21,897,362,218,217,2139,0,0
2020-01-24,22,897,366,217,193,2395,0,0
2020-01-24,23,896,352,217,192,2353,0,0
2020-01-24,24,896,347,217,192,1743,0,0
2020-01-25,1,896,356,213,197,1354,0,0
2020-01-25,2,895,355,217,196,1692,0,0
2020-01-25,3,894,350,218,195,2016,0,0
2020-01-25,4,895,350,219,187,2206,0,0
2020-01-25,5,896,346,219,189,2145,0,0
2020-01-25,6,896,357,218,188,1125,0,0
